# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=6
# stan_version_patch=0
# init=user
# seed=42
# chain_id=1
# iter=300
# warmup=150
# save_warmup=1
# thin=1
# refresh=-1
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=sampfile1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,L_t.1,L_t.2,L_t.3,L_t.4,L_t.5,L_t.6,L_t.7,L_t.8,L_t.9,L_t.10,L_t.11,L_t.12,L_t.13,L_t.14,L_t.15,L_t.16,L_t.17,L_t.18,L_t.19,L_t.20,L_t.21,L_t.22,L_t.23,L_t.24,L_d.1,L_d.2,L_d.3,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,mu_psi,sigma_psi,mu_lt,sigma_lt,L.1.1,L.2.1,L.3.1,L.4.1,L.5.1,L.6.1,L.7.1,L.8.1,L.9.1,L.10.1,L.1.2,L.2.2,L.3.2,L.4.2,L.5.2,L.6.2,L.7.2,L.8.2,L.9.2,L.10.2,L.1.3,L.2.3,L.3.3,L.4.3,L.5.3,L.6.3,L.7.3,L.8.3,L.9.3,L.10.3,Q.1.1,Q.2.1,Q.3.1,Q.4.1,Q.5.1,Q.6.1,Q.7.1,Q.8.1,Q.9.1,Q.10.1,Q.1.2,Q.2.2,Q.3.2,Q.4.2,Q.5.2,Q.6.2,Q.7.2,Q.8.2,Q.9.2,Q.10.2,Q.1.3,Q.2.3,Q.3.3,Q.4.3,Q.5.3,Q.6.3,Q.7.3,Q.8.3,Q.9.3,Q.10.3,Q.1.4,Q.2.4,Q.3.4,Q.4.4,Q.5.4,Q.6.4,Q.7.4,Q.8.4,Q.9.4,Q.10.4,Q.1.5,Q.2.5,Q.3.5,Q.4.5,Q.5.5,Q.6.5,Q.7.5,Q.8.5,Q.9.5,Q.10.5,Q.1.6,Q.2.6,Q.3.6,Q.4.6,Q.5.6,Q.6.6,Q.7.6,Q.8.6,Q.9.6,Q.10.6,Q.1.7,Q.2.7,Q.3.7,Q.4.7,Q.5.7,Q.6.7,Q.7.7,Q.8.7,Q.9.7,Q.10.7,Q.1.8,Q.2.8,Q.3.8,Q.4.8,Q.5.8,Q.6.8,Q.7.8,Q.8.8,Q.9.8,Q.10.8,Q.1.9,Q.2.9,Q.3.9,Q.4.9,Q.5.9,Q.6.9,Q.7.9,Q.8.9,Q.9.9,Q.10.9,Q.1.10,Q.2.10,Q.3.10,Q.4.10,Q.5.10,Q.6.10,Q.7.10,Q.8.10,Q.9.10,Q.10.10
-528.053,0.994945,0.0139646,5,31,0,0.0298341,0.281728,0.038037,0.765176,0.0565294,0.533331,-0.0457679,0.00608435,-0.04402,0.352866,0.464806,-0.0797007,0.57597,0.132563,-0.0767307,-0.142767,-0.150603,0.750582,0.00491128,0.714234,0.704604,0.0203927,0.774413,0.798833,0.956327,0.911172,0.772408,0.224108,0.177148,0.178662,0.238989,0.302758,0.200789,0.170584,1.22781,0.210151,0.276846,0.228806,0.0702254,0.187186,0.322227,0.956327,0.0298341,0.281728,0.038037,0.765176,0.0565294,0.533331,-0.0457679,0.00608435,-0.04402,0,0.911172,0.352866,0.464806,-0.0797007,0.57597,0.132563,-0.0767307,-0.142767,-0.150603,0,0,0.772408,0.750582,0.00491128,0.714234,0.704604,0.0203927,0.774413,0.798833,1.13867,0.0285311,0.269424,0.0363758,0.731758,0.0540606,0.510039,-0.043769,0.00581862,-0.0420975,0.0285311,1.00827,0.329927,0.424653,-0.0497927,0.526494,0.136699,-0.0712803,-0.129903,-0.138539,0.269424,0.329927,0.979161,0.754485,0.191242,0.770846,0.741273,-0.0242183,0.549499,0.55148,0.0363758,0.424653,0.754485,1.01985,-0.00425399,0.805955,0.610765,-0.0220994,0.515133,0.527913,0.731758,-0.0497927,0.191242,-0.00425399,0.894629,0.000857624,0.400988,-0.0288048,0.0198375,-0.0177566,0.0540606,0.526494,0.770846,0.805955,0.000857624,1.04586,0.609753,-0.0322166,0.471227,0.481322,0.510039,0.136699,0.741273,0.610765,0.400988,0.609753,0.969065,-0.0202123,0.529974,0.519419,-0.043769,-0.0712803,-0.0242183,-0.0220994,-0.0288048,-0.0322166,-0.0202123,1.23621,0.0264685,0.029861,0.00581862,-0.129903,0.549499,0.515133,0.0198375,0.471227,0.529974,0.0264685,0.830286,0.63986,-0.0420975,-0.138539,0.55148,0.527913,-0.0177566,0.481322,0.519419,0.029861,0.63986,0.939599
-526.666,0.909837,0.0242348,4,15,0,-0.0881016,0.0278735,-0.256007,0.772414,-0.303217,0.281249,0.0964254,-0.12136,-0.146657,0.243213,0.331511,-0.0136499,0.526237,0.0249539,0.086873,-0.241022,-0.212845,0.735165,0.050185,0.746998,0.871618,0.027143,0.842328,0.753239,0.984341,0.853255,0.916169,0.207084,0.183837,0.139855,0.251832,0.323588,0.193743,0.182005,1.02435,0.284644,0.342124,0.230131,0.0830524,0.0970417,0.418147,0.984341,-0.0881016,0.0278735,-0.256007,0.772414,-0.303217,0.281249,0.0964254,-0.12136,-0.146657,0,0.853255,0.243213,0.331511,-0.0136499,0.526237,0.0249539,0.086873,-0.241022,-0.212845,0,0,0.916169,0.735165,0.050185,0.746998,0.871618,0.027143,0.842328,0.753239,1.17601,-0.086722,0.027437,-0.251998,0.760318,-0.298469,0.276845,0.0949155,-0.11946,-0.144361,-0.086722,0.919643,0.205067,0.305418,-0.0796978,0.475728,-0.0034864,0.0656296,-0.194961,-0.16869,0.027437,0.205067,1.03915,0.747028,0.064188,0.803913,0.812458,0.0486839,0.709713,0.63424,-0.251998,0.305418,0.747028,0.967739,-0.165374,0.801246,0.577054,0.0240683,0.570418,0.52074,0.760318,-0.0796978,0.064188,-0.165374,0.922916,-0.203904,0.260642,0.0746567,-0.0481783,-0.0725736,-0.298469,0.475728,0.803913,0.801246,-0.203904,1.12061,0.578949,0.0367537,0.539182,0.49513,0.276845,-0.0034864,0.812458,0.577054,0.260642,0.578949,1.02145,0.0529457,0.694041,0.609978,0.0949155,0.0656296,0.0486839,0.0240683,0.0746567,0.0367537,0.0529457,1.04193,-0.00977719,-0.0121868,-0.11946,-0.194961,0.709713,0.570418,-0.0481783,0.539182,0.694041,-0.00977719,1.06698,0.703573,-0.144361,-0.16869,0.63424,0.52074,-0.0725736,0.49513,0.609978,-0.0121868,0.703573,0.976305
-526.785,0.430258,0.0335672,4,15,0,0.00879309,0.194314,-0.051568,0.809977,-0.0963188,0.405113,-0.00723589,-0.00930165,-0.0482748,0.2682,0.3938,-0.0312859,0.521708,0.031569,-0.119459,-0.263368,-0.237554,0.750658,0.044408,0.813293,0.777071,-0.014413,0.898354,0.800828,0.915698,0.981618,0.878499,0.247781,0.171593,0.156615,0.280724,0.244307,0.154317,0.167327,1.17094,0.25404,0.293311,0.21149,0.105257,0.263114,0.451417,0.915698,0.00879309,0.194314,-0.051568,0.809977,-0.0963188,0.405113,-0.00723589,-0.00930165,-0.0482748,0,0.981618,0.2682,0.3938,-0.0312859,0.521708,0.031569,-0.119459,-0.263368,-0.237554,0,0,0.878499,0.750658,0.044408,0.813293,0.777071,-0.014413,0.898354,0.800828,1.08628,0.00805181,0.177933,-0.0472207,0.741694,-0.0881989,0.370961,-0.00662589,-0.0085175,-0.0442051,0.00805181,1.13524,0.264979,0.386107,-0.0235886,0.511271,0.0345509,-0.117327,-0.258608,-0.233612,0.177933,0.264979,1.03806,0.755049,0.188011,0.835683,0.769842,-0.0461068,0.71676,0.630434,-0.0472207,0.386107,0.755049,1.00195,-0.020754,0.82092,0.574856,-0.057489,0.571122,0.510089,0.741694,-0.0235886,0.188011,-0.020754,0.903321,-0.0582214,0.361652,-0.00276358,0.0405997,0.00389384,-0.0881989,0.511271,0.835683,0.82092,-0.0582214,1.09722,0.609436,-0.0733478,0.59412,0.532024,0.370961,0.0345509,0.769842,0.574856,0.361652,0.609436,0.93628,-0.0179025,0.686002,0.595244,-0.00662589,-0.117327,-0.0461068,-0.057489,-0.00276358,-0.0733478,-0.0179025,1.18547,0.0185809,0.0171849,-0.0085175,-0.258608,0.71676,0.571122,0.0405997,0.59412,0.686002,0.0185809,1.13053,0.78244,-0.0442051,-0.233612,0.630434,0.510089,0.00389384,0.532024,0.595244,0.0171849,0.78244,0.993399
-527.052,0.946973,0.0137492,5,31,0,0.0340716,0.246519,-0.0234609,0.826274,-0.0236285,0.440607,-0.0450358,-0.0433755,-0.0576616,0.269953,0.320848,-0.0338835,0.547044,-0.0384306,-0.0710923,-0.261599,-0.308078,0.801448,0.0398062,0.744152,0.799236,0.110121,0.809096,0.804494,1.01241,0.884429,0.912928,0.25321,0.178607,0.149484,0.269971,0.273748,0.170762,0.158594,1.12841,0.233252,0.294976,0.233464,0.110147,0.20156,0.427923,1.01241,0.0340716,0.246519,-0.0234609,0.826274,-0.0236285,0.440607,-0.0450358,-0.0433755,-0.0576616,0,0.884429,0.269953,0.320848,-0.0338835,0.547044,-0.0384306,-0.0710923,-0.261599,-0.308078,0,0,0.912928,0.801448,0.0398062,0.744152,0.799236,0.110121,0.809096,0.804494,1.27818,0.0344944,0.249578,-0.023752,0.836526,-0.0239217,0.446074,-0.0455946,-0.0439137,-0.0583771,0.0344944,0.961982,0.247153,0.282968,-0.00181506,0.483017,-0.0189769,-0.0644105,-0.232844,-0.274437,0.249578,0.247153,1.11657,0.812494,0.230885,0.821209,0.827889,0.0702385,0.657334,0.637064,-0.023752,0.282968,0.812494,1.01578,0.00164601,0.772472,0.617879,0.0665026,0.565532,0.547266,0.836526,-0.00181506,0.230885,0.00164601,0.959209,-0.00843754,0.397179,-0.0304196,0.00523091,-0.00518168,-0.0239217,0.483017,0.821209,0.772472,-0.00843754,1.02434,0.563319,0.04412,0.460009,0.431496,0.446074,-0.0189769,0.827889,0.617879,0.397179,0.563319,0.992984,0.0709014,0.637601,0.629414,-0.0455946,-0.0644105,0.0702385,0.0665026,-0.0304196,0.04412,0.0709014,1.14762,0.109649,0.11309,-0.0439137,-0.232844,0.657334,0.565532,0.00523091,0.460009,0.637601,0.109649,0.958204,0.734007,-0.0583771,-0.274437,0.637064,0.547266,-0.00518168,0.431496,0.629414,0.11309,0.734007,1.04042
-533.773,0.947405,0.020884,4,15,0,-0.0699899,0.155616,-0.102187,0.734782,-0.10802,0.362018,0.08678,-0.0269411,-0.000307371,0.211998,0.325399,-0.029936,0.497846,-0.0770236,-0.0209451,-0.326566,-0.25843,0.772939,0.0382621,0.730072,0.788301,-0.085471,0.773383,0.766501,0.844596,0.888521,0.881136,0.236521,0.154545,0.128046,0.293173,0.323085,0.160924,0.143885,0.938974,0.249152,0.300874,0.236493,0.0873642,-0.0389754,0.413141,0.844596,-0.0699899,0.155616,-0.102187,0.734782,-0.10802,0.362018,0.08678,-0.0269411,-0.000307371,0,0.888521,0.211998,0.325399,-0.029936,0.497846,-0.0770236,-0.0209451,-0.326566,-0.25843,0,0,0.881136,0.772939,0.0382621,0.730072,0.788301,-0.085471,0.773383,0.766501,0.949864,-0.0591132,0.131433,-0.0863068,0.620594,-0.0912335,0.305759,0.0732941,-0.0227544,-0.000259604,-0.0591132,0.948914,0.177473,0.296276,-0.0780261,0.449907,-0.0937747,-0.0246839,-0.288275,-0.229599,0.131433,0.177473,0.973605,0.734146,0.141712,0.732025,0.734607,-0.0662475,0.608032,0.620557,-0.0863068,0.296276,0.734146,1.00693,-0.0552521,0.737337,0.547251,-0.0817471,0.494266,0.508396,0.620594,-0.0780261,0.141712,-0.0552521,0.865349,-0.0663408,0.298472,0.0611211,0.0195715,0.0368385,-0.0912335,0.449907,0.732025,0.737337,-0.0663408,0.953447,0.498065,-0.0822013,0.404956,0.430975,0.305759,-0.0937747,0.734607,0.547251,0.298472,0.498065,0.902292,-0.0343477,0.625059,0.624027,0.0732941,-0.0246839,-0.0662475,-0.0817471,0.0611211,-0.0822013,-0.0343477,0.954249,-0.0615998,-0.0601274,-0.0227544,-0.288275,0.608032,0.494266,0.0195715,0.404956,0.625059,-0.0615998,0.954644,0.677201,-0.000259604,-0.229599,0.620557,0.508396,0.0368385,0.430975,0.624027,-0.0601274,0.677201,0.955184
-528.659,0.715187,0.0315545,4,15,0,-0.0509213,0.219602,-0.0802473,0.730506,-0.0441494,0.43387,0.119851,0.0636555,-0.0221003,0.305993,0.444813,-0.0250694,0.597641,0.0276156,0.0680872,-0.157037,-0.23448,0.65031,0.00486507,0.651024,0.714331,0.0206614,0.772601,0.692988,0.966343,0.887624,0.818207,0.167343,0.203439,0.133006,0.284272,0.308757,0.207502,0.177062,0.985824,0.212359,0.282881,0.229022,0.0786563,0.222576,0.286322,0.966343,-0.0509213,0.219602,-0.0802473,0.730506,-0.0441494,0.43387,0.119851,0.0636555,-0.0221003,0,0.887624,0.305993,0.444813,-0.0250694,0.597641,0.0276156,0.0680872,-0.157037,-0.23448,0,0,0.818207,0.65031,0.00486507,0.651024,0.714331,0.0206614,0.772601,0.692988,1.10116,-0.0492074,0.212211,-0.0775464,0.705919,-0.0426634,0.419267,0.115818,0.0615131,-0.0213564,-0.0492074,0.993909,0.260424,0.398913,-0.0594505,0.532729,0.00241901,0.0543328,-0.142632,-0.207005,0.212211,0.260424,0.944325,0.650575,0.15673,0.705851,0.688199,0.0640591,0.598074,0.490405,-0.0775464,0.398913,0.650575,0.911474,-0.0666085,0.692749,0.442003,0.0341046,0.42747,0.348131,0.705919,-0.0594505,0.15673,-0.0666085,0.843047,-0.0440666,0.319728,0.0859458,0.0541963,-0.00689466,-0.0426634,0.532729,0.705851,0.692749,-0.0440666,0.990458,0.462396,0.0488514,0.406319,0.311993,0.419267,0.00241901,0.688199,0.442003,0.319728,0.462396,0.876337,0.0686393,0.575174,0.478959,0.115818,0.0543328,0.0640591,0.0341046,0.0859458,0.0488514,0.0686393,1.00525,0.0129,-0.00429573,0.0615131,-0.142632,0.598074,0.42747,0.0541963,0.406319,0.575174,0.0129,0.837984,0.570819,-0.0213564,-0.207005,0.490405,0.348131,-0.00689466,0.311993,0.478959,-0.00429573,0.570819,0.818583
-530.146,0.682012,0.0266725,4,15,0,0.0792145,0.192302,-0.0291079,0.749364,-0.094764,0.408705,-0.00794547,-0.0438427,-0.0831627,0.255921,0.394864,-0.0691723,0.59586,0.0429988,-0.169571,-0.235675,-0.208497,0.860107,0.0357167,0.755476,0.771832,0.00160247,0.835619,0.817548,0.948455,0.919374,0.9188,0.233377,0.13221,0.146298,0.21805,0.367658,0.169605,0.212983,1.27603,0.298395,0.353497,0.221917,0.102105,0.0503784,0.327532,0.948455,0.0792145,0.192302,-0.0291079,0.749364,-0.094764,0.408705,-0.00794547,-0.0438427,-0.0831627,0,0.919374,0.255921,0.394864,-0.0691723,0.59586,0.0429988,-0.169571,-0.235675,-0.208497,0,0,0.9188,0.860107,0.0357167,0.755476,0.771832,0.00160247,0.835619,0.817548,1.13294,0.0751314,0.18239,-0.0276075,0.710738,-0.0898794,0.387639,-0.00753592,-0.0415828,-0.0788761,0.0751314,0.983735,0.250521,0.360722,-0.00423473,0.540311,0.0719074,-0.156529,-0.220147,-0.198275,0.18239,0.250521,1.09297,0.885723,0.159218,0.828401,0.798758,-0.0434525,0.699021,0.681811,-0.0276075,0.360722,0.885723,1.1146,-0.0184059,0.887832,0.668941,-0.065348,0.626939,0.623272,0.710738,-0.00423473,0.159218,-0.0184059,0.935265,-0.0852466,0.330862,0.00583283,0.0132936,-0.0186968,-0.0898794,0.540311,0.828401,0.887832,-0.0852466,1.10438,0.569991,-0.0990772,0.495015,0.501283,0.387639,0.0719074,0.798758,0.668941,0.330862,0.569991,0.977598,-0.00930188,0.616905,0.588056,-0.00753592,-0.156529,-0.0434525,-0.065348,0.00583283,-0.0990772,-0.00930188,1.30485,0.0416511,0.037326,-0.0415828,-0.220147,0.699021,0.626939,0.0132936,0.495015,0.616905,0.0416511,1.05412,0.735942,-0.0788761,-0.198275,0.681811,0.623272,-0.0186968,0.501283,0.588056,0.037326,0.735942,1.07227
-536.528,0.454847,0.0208274,4,15,0,0.0492861,0.257779,0.00409903,0.838472,-0.0461036,0.586447,-0.00918518,0.1096,0.0547029,0.233903,0.302457,0.010748,0.530501,0.0312235,0.0531315,-0.160848,-0.217399,0.768344,0.0678228,0.783216,0.804005,0.102663,0.82546,0.771357,1.0995,0.971858,0.873217,0.195941,0.15218,0.152201,0.242697,0.402455,0.174117,0.168456,1.02354,0.254453,0.340158,0.214948,0.0962749,0.0941158,0.286841,1.0995,0.0492861,0.257779,0.00409903,0.838472,-0.0461036,0.586447,-0.00918518,0.1096,0.0547029,0,0.971858,0.233903,0.302457,0.010748,0.530501,0.0312235,0.0531315,-0.160848,-0.217399,0,0,0.873217,0.768344,0.0678228,0.783216,0.804005,0.102663,0.82546,0.771357,1.40484,0.0541901,0.283428,0.00450689,0.921901,-0.0506909,0.644799,-0.0100991,0.120506,0.0601459,0.0541901,1.09912,0.240025,0.294148,0.0517706,0.5133,0.0592485,0.0511836,-0.15092,-0.208585,0.283428,0.240025,1.03587,0.742734,0.277878,0.796119,0.860548,0.0997067,0.711435,0.636813,0.00450689,0.294148,0.742734,0.924547,0.058799,0.762045,0.629601,0.0949127,0.586037,0.527138,0.921901,0.0517706,0.277878,0.058799,1.11021,0.0201652,0.546585,-0.000167582,0.146153,0.0958458,-0.0506909,0.5133,0.796119,0.762045,0.0201652,1.0711,0.619237,0.109017,0.55613,0.486287,0.644799,0.0592485,0.860548,0.629601,0.546585,0.619237,1.15978,0.0788137,0.722927,0.645468,-0.0100991,0.0511836,0.0997067,0.0949127,-0.000167582,0.109017,0.0788137,1.03699,0.0751911,0.0671364,0.120506,-0.15092,0.711435,0.586037,0.146153,0.55613,0.722927,0.0751911,0.973721,0.677688,0.0601459,-0.208585,0.636813,0.527138,0.0958458,0.486287,0.645468,0.0671364,0.677688,0.985405
-531.27,0.995636,0.00937533,5,31,0,0.0264609,0.164054,-0.0510948,0.693003,-0.0880114,0.452657,0.0270277,0.0512489,0.0114684,0.25999,0.363238,-0.0599544,0.552543,0.0649797,-0.0594243,-0.204524,-0.223263,0.763037,-0.000118983,0.768644,0.803051,-0.159694,0.859751,0.78405,0.876013,0.908503,0.860072,0.210418,0.175702,0.134674,0.215432,0.356464,0.147652,0.18861,1.06256,0.228419,0.288715,0.259578,0.0783656,0.0881225,0.2709,0.876013,0.0264609,0.164054,-0.0510948,0.693003,-0.0880114,0.452657,0.0270277,0.0512489,0.0114684,0,0.908503,0.25999,0.363238,-0.0599544,0.552543,0.0649797,-0.0594243,-0.204524,-0.223263,0,0,0.860072,0.763037,-0.000118983,0.768644,0.803051,-0.159694,0.859751,0.78405,0.977817,0.0231801,0.143713,-0.0447597,0.60708,-0.0770992,0.396534,0.0236766,0.0448947,0.0100464,0.0231801,1.00178,0.240543,0.328651,-0.0361313,0.499658,0.071012,-0.0532719,-0.184455,-0.202531,0.143713,0.240543,0.968906,0.742322,0.0979998,0.790306,0.781836,-0.148364,0.694681,0.618174,-0.0447597,0.328651,0.742322,0.93221,-0.0572774,0.791705,0.613232,-0.144819,0.579112,0.516575,0.60708,-0.0361313,0.0979998,-0.0572774,0.840312,-0.094211,0.309701,0.022312,0.0476755,0.0212399,-0.0770992,0.499658,0.790306,0.791705,-0.094211,1.05152,0.613326,-0.157961,0.543324,0.478284,0.396534,0.071012,0.781836,0.613232,0.309701,0.613326,1.04262,-0.11987,0.700332,0.620316,0.0236766,-0.0532719,-0.148364,-0.144819,0.022312,-0.157961,-0.11987,1.09233,-0.123759,-0.111631,0.0448947,-0.184455,0.694681,0.579112,0.0476755,0.543324,0.700332,-0.123759,1.01205,0.720338,0.0100464,-0.202531,0.618174,0.516575,0.0212399,0.478284,0.620316,-0.111631,0.720338,0.953427
-542.258,0.98224,0.0158125,5,31,0,-0.0100087,0.0986096,-0.0945416,0.661879,-0.128527,0.418252,0.268412,-0.0847158,-0.096805,0.235202,0.368659,0.078729,0.486065,0.0798615,-0.0156597,-0.18816,-0.2015,0.727977,0.0815647,0.709476,0.748062,-0.0581489,0.724717,0.737926,0.911558,0.918058,0.794452,0.155665,0.153334,0.186357,0.290911,0.336159,0.228638,0.181397,1.23646,0.292874,0.321403,0.178698,0.0613323,0.0418648,0.19226,0.911558,-0.0100087,0.0986096,-0.0945416,0.661879,-0.128527,0.418252,0.268412,-0.0847158,-0.096805,0,0.918058,0.235202,0.368659,0.078729,0.486065,0.0798615,-0.0156597,-0.18816,-0.2015,0,0,0.794452,0.727977,0.0815647,0.709476,0.748062,-0.0581489,0.724717,0.737926,0.986604,-0.00912355,0.0898884,-0.0861802,0.603342,-0.11716,0.381261,0.244673,-0.0772234,-0.0882434,-0.00912355,0.996264,0.214942,0.339397,0.0656532,0.447522,0.0691313,-0.017063,-0.171894,-0.18402,0.0898884,0.214942,0.882555,0.655729,0.148584,0.665294,0.654327,-0.0234116,0.523143,0.529307,-0.0861802,0.339397,0.655729,0.965708,0.0258262,0.707826,0.534471,-0.0734802,0.466219,0.47206,0.603342,0.0656532,0.148584,0.0258262,0.787094,0.0110662,0.344135,0.171681,-0.011774,-0.0197484,-0.11716,0.447522,0.665294,0.707826,0.0110662,0.984773,0.515793,-0.0833651,0.433599,0.43804,0.381261,0.0691313,0.654327,0.534471,0.344135,0.515793,0.922307,0.0675143,0.491674,0.495433,0.244673,-0.017063,-0.0234116,-0.0734802,0.171681,-0.0833651,0.0675143,1.31214,-0.0619337,-0.0657377,-0.0772234,-0.171894,0.523143,0.466219,-0.011774,0.433599,0.491674,-0.0619337,0.860669,0.580902,-0.0882434,-0.18402,0.529307,0.47206,-0.0197484,0.43804,0.495433,-0.0657377,0.580902,0.915911
-532.293,0.847304,0.0256315,4,15,0,-0.0417015,0.230091,-0.0721824,0.801832,-0.0557021,0.381462,0.0416425,-0.0353565,-0.0876987,0.309787,0.402494,-0.136476,0.613812,-0.0038426,0.0711377,-0.202701,-0.211735,0.668443,0.0256414,0.642468,0.688663,-0.0333511,0.762933,0.732121,0.990696,0.907125,0.800202,0.167456,0.146252,0.165382,0.289985,0.294114,0.185385,0.215362,1.13492,0.294833,0.249442,0.180887,0.0582594,0.0568386,0.202167,0.990696,-0.0417015,0.230091,-0.0721824,0.801832,-0.0557021,0.381462,0.0416425,-0.0353565,-0.0876987,0,0.907125,0.309787,0.402494,-0.136476,0.613812,-0.0038426,0.0711377,-0.202701,-0.211735,0,0,0.800202,0.668443,0.0256414,0.642468,0.688663,-0.0333511,0.762933,0.732121,1.14893,-0.0413135,0.227951,-0.0715108,0.794372,-0.0551838,0.377913,0.0412551,-0.0350276,-0.0868827,-0.0413135,0.970866,0.27142,0.368122,-0.157239,0.559126,-0.0193932,0.0627942,-0.182401,-0.188413,0.227951,0.27142,0.954616,0.642968,0.162734,0.691438,0.637651,0.00493147,0.539571,0.500073,-0.0715108,0.368122,0.642968,0.904012,-0.0956691,0.680529,0.431251,0.00333328,0.430943,0.410489,0.794372,-0.157239,0.162734,-0.0956691,0.956333,-0.111961,0.324051,0.0228266,0.0188765,-0.0226502,-0.0551838,0.559126,0.691438,0.680529,-0.111961,0.978017,0.418837,0.0199185,0.367709,0.345283,0.377913,-0.0193932,0.637651,0.431251,0.324051,0.418837,0.835147,-0.007356,0.512695,0.471545,0.0412551,0.0627942,0.00493147,0.00333328,0.0228266,0.0199185,-0.007356,1.14283,-0.0413367,-0.0431314,-0.0350276,-0.182401,0.539571,0.430943,0.0188765,0.367709,0.512695,-0.0413367,0.919237,0.604578,-0.0868827,-0.188413,0.500073,0.410489,-0.0226502,0.345283,0.471545,-0.0431314,0.604578,0.837966
-535.26,0.758925,0.0298939,4,15,0,0.0675047,0.180228,-0.0762037,0.718921,-0.0669021,0.423631,0.0264173,-0.00956852,-0.107411,0.315797,0.388589,0.0176626,0.516654,0.0712331,-0.0216088,-0.163186,-0.195113,0.692435,0.143476,0.746483,0.760197,-0.101486,0.700526,0.728313,0.977352,0.915828,0.791743,0.16835,0.162866,0.161784,0.284903,0.279266,0.161052,0.215624,1.10501,0.300025,0.24172,0.194043,0.0591608,0.0105327,0.196089,0.977352,0.0675047,0.180228,-0.0762037,0.718921,-0.0669021,0.423631,0.0264173,-0.00956852,-0.107411,0,0.915828,0.315797,0.388589,0.0176626,0.516654,0.0712331,-0.0216088,-0.163186,-0.195113,0,0,0.791743,0.692435,0.143476,0.746483,0.760197,-0.101486,0.700526,0.728313,1.12357,0.0659759,0.176146,-0.0744779,0.702639,-0.0653869,0.414036,0.025819,-0.00935181,-0.104979,0.0659759,1.00616,0.301382,0.350737,0.0647064,0.46865,0.0938343,-0.0180067,-0.150096,-0.185941,0.176146,0.301382,0.92085,0.657212,0.248743,0.742123,0.700726,-0.0824136,0.501378,0.495662,-0.0744779,0.350737,0.657212,0.921178,0.0514266,0.722755,0.521785,-0.0806824,0.422386,0.436676,0.702639,0.0647064,0.248743,0.0514266,0.81701,0.0681303,0.414885,0.00404952,0.0907472,0.0238288,-0.0653869,0.46865,0.742123,0.722755,0.0681303,0.989696,0.575935,-0.0886891,0.439261,0.450054,0.414036,0.0938343,0.700726,0.521785,0.414885,0.575935,0.97806,-0.0674973,0.51686,0.49426,0.025819,-0.0180067,-0.0824136,-0.0806824,0.00404952,-0.0886891,-0.0674973,1.11648,-0.06782,-0.0725349,-0.00935181,-0.150096,0.501378,0.422386,0.0907472,0.439261,0.51686,-0.06782,0.817483,0.54307,-0.104979,-0.185941,0.495662,0.436676,0.0238288,0.450054,0.49426,-0.0725349,0.54307,0.821766
-534.159,0.752006,0.0282048,4,15,0,-0.0440448,0.231575,-0.0997622,0.73001,-0.0650454,0.468594,0.117275,0.0526833,-0.00380678,0.266479,0.429948,0.0593346,0.590462,0.0732745,-0.0551413,-0.26763,-0.211514,0.835485,0.180867,0.755753,0.803487,0.0969391,0.864957,0.785396,1.04318,0.919469,0.920072,0.185631,0.183213,0.172977,0.218233,0.412729,0.195192,0.173382,1.08739,0.228302,0.349801,0.280347,0.0706369,0.117929,0.216423,1.04318,-0.0440448,0.231575,-0.0997622,0.73001,-0.0650454,0.468594,0.117275,0.0526833,-0.00380678,0,0.919469,0.266479,0.429948,0.0593346,0.590462,0.0732745,-0.0551413,-0.26763,-0.211514,0,0,0.920072,0.835485,0.180867,0.755753,0.803487,0.0969391,0.864957,0.785396,1.27385,-0.0459465,0.241573,-0.10407,0.761529,-0.0678538,0.488826,0.122339,0.054958,-0.00397115,-0.0459465,1.03058,0.23482,0.399718,0.0224032,0.545776,0.0467345,-0.0558661,-0.248398,-0.194313,0.241573,0.23482,1.14415,0.860176,0.351274,0.83763,0.867306,0.101655,0.736705,0.665375,-0.10407,0.399718,0.860176,1.11108,0.103795,0.891778,0.656057,0.0455837,0.602336,0.565626,0.761529,0.0224032,0.351274,0.103795,0.981877,0.124242,0.491751,0.0998735,0.179022,0.126723,-0.0678538,0.545776,0.83763,0.891778,0.124242,1.11923,0.620024,0.033075,0.492242,0.468922,0.488826,0.0467345,0.867306,0.656057,0.491751,0.620024,1.04392,0.128803,0.700058,0.613773,0.122339,-0.0558661,0.101655,0.0455837,0.0998735,0.033075,0.128803,1.11358,0.104784,0.0873523,0.054958,-0.248398,0.736705,0.602336,0.179022,0.492242,0.700058,0.104784,1.05085,0.735741,-0.00397115,-0.194313,0.665375,0.565626,0.126723,0.468922,0.613773,0.0873523,0.735741,1.0114
